age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
59,180.6,84.4,4281,3.0,0.85,618.0,10000.0,40000.0
62,162.5,60.7,1678,,0.87,,1292.92,
47,160.7,71.1,5093,5.0,0.61,,510.35,
72,155.7,69.7,2418,0.0,0.37,,,
33,161.2,56.8,2224,0.0,0.52,,,
43,172.6,38.6,4073,,0.34,,849.57,
53,158.9,66.2,3559,,0.13,,,
40,174.0,62.8,2033,,0.29,,,
43,172.8,83.6,3498,2.0,0.77,472.0,,
23,161.2,73.2,1655,,0.83,391.0,826.65,40000.0
33,173.7,69.7,3274,,0.77,756.0,,
63,169.2,69.8,2042,4.0,0.01,346.0,788.74,40000.0
23,165.1,77.5,2530,,0.03,,,
26,178.6,75.8,2574,2.0,0.6,304.0,10000.0,40000.0
55,173.9,86.5,2456,,0.71,,535.46,
53,167.4,39.0,914,3.0,0.97,,,
35,182.8,75.7,4622,3.0,0.97,581.0,,
19,168.4,82.5,1149,4.0,0.23,777.0,881.59,40000.0
37,169.4,61.7,500,5.0,0.19,839.0,,
55,173.3,53.3,1823,4.0,0.04,382.0,5000.0,40000.0
25,191.5,67.8,2241,,0.35,415.0,5000.0,40000.0
52,174.6,68.6,2224,4.0,0.73,,,
42,175.3,54.2,1781,,0.76,,5000.0,
42,169.0,46.4,1882,2.0,0.85,,10000.0,
56,146.7,58.8,3596,,0.51,,764.87,
21,164.8,64.9,2167,,0.05,,,
56,162.5,70.0,2613,,0.12,680.0,,
19,154.0,47.3,2407,,0.07,,,
70,157.9,82.0,3260,,0.23,,10000.0,
32,163.5,89.7,2212,,0.56,,5000.0,
65,182.0,51.3,1326,3.0,0.47,,5000.0,
53,161.7,52.2,4085,4.0,0.46,616.0,5000.0,40000.0
35,165.0,96.8,1810,,0.21,,,
31,151.8,85.9,3292,4.0,0.33,676.0,,
34,177.5,80.4,3459,,0.2,,,
57,175.7,59.9,2355,,0.71,584.0,,
34,183.4,79.8,2095,,0.3,480.0,293.63,40000.0
26,171.3,90.4,864,1.0,0.52,,10000.0,
29,178.1,53.1,1468,1.0,0.33,,,
41,179.4,70.1,2087,5.0,0.7,804.0,5000.0,40000.0
60,173.8,81.8,1938,,0.12,824.0,,
43,166.4,48.8,940,1.0,0.91,486.0,,
64,176.5,53.3,2765,,0.58,,813.41,
40,153.0,56.9,1086,,0.88,695.0,10000.0,40000.0
58,167.7,87.3,1611,,0.44,,697.07,
74,151.8,81.8,2840,2.0,0.65,727.0,,
36,164.4,46.1,3352,,0.42,,890.33,
24,185.4,63.7,1588,1.0,0.65,553.0,,
28,174.9,110.3,1296,5.0,0.31,,5000.0,
67,174.7,61.5,1617,2.0,0.91,,723.65,
73,183.1,85.5,2577,,0.67,388.0,,
59,172.7,60.0,1862,,0.11,,,
29,154.9,61.2,3487,,0.22,771.0,10000.0,40000.0
74,172.3,82.7,2346,0.0,0.67,,,
29,185.9,44.6,1747,,0.15,,,
67,164.3,59.0,2347,,0.64,337.0,1269.17,40000.0
34,199.8,70.0,2619,,0.7,310.0,5000.0,40000.0
68,172.8,66.5,854,,0.91,,10000.0,
25,171.0,75.5,2312,,0.88,755.0,,
29,174.6,50.2,1448,3.0,0.22,,10000.0,
39,175.3,50.6,2081,4.0,0.75,455.0,855.89,40000.0
70,182.0,94.0,2447,,0.12,,,
75,174.4,54.0,1764,0.0,0.1,,10000.0,
74,159.7,72.0,4846,,0.58,,5000.0,
19,165.0,84.8,2762,2.0,0.61,521.0,5000.0,40000.0
62,161.5,64.0,2225,5.0,0.18,586.0,5000.0,40000.0
27,169.5,66.6,572,0.0,0.94,,461.55,
30,175.0,69.8,2567,0.0,0.69,621.0,940.3,40000.0
51,163.6,48.4,500,1.0,0.03,493.0,,
67,158.2,34.8,4559,,0.09,765.0,1118.78,40000.0
37,172.0,69.2,539,4.0,0.07,,,
69,184.1,89.1,3656,0.0,0.55,,962.82,
64,166.4,65.1,1671,,0.94,,180.71,
29,165.7,51.7,1381,3.0,0.07,478.0,10000.0,40000.0
53,169.1,75.1,1619,1.0,0.09,757.0,,
54,167.7,64.5,2669,1.0,0.01,,492.38,
41,167.9,66.7,3106,1.0,0.64,,5000.0,
48,163.6,46.9,500,3.0,0.51,,10000.0,
29,168.1,46.7,1766,,0.58,,,
27,172.7,58.5,2443,,0.37,363.0,1151.74,40000.0
25,186.9,75.5,2365,,0.24,583.0,,
30,174.7,77.6,1105,,0.55,,10000.0,
50,143.8,65.0,1432,,0.81,,942.88,
56,181.8,72.8,3224,,0.21,,10000.0,
73,165.7,98.5,1836,2.0,0.85,,5000.0,
29,181.8,54.5,1984,,0.64,,5000.0,
67,172.1,48.1,1859,1.0,0.22,468.0,,
65,172.6,79.4,2603,,0.13,447.0,582.29,40000.0
75,170.8,50.6,3100,1.0,0.39,502.0,,
20,169.1,83.5,3358,,0.79,,5000.0,
33,162.2,75.9,2281,,0.11,553.0,821.48,40000.0
73,165.6,95.0,3044,3.0,0.67,804.0,5000.0,40000.0
45,159.8,78.2,2435,,0.9,,10000.0,
61,188.9,46.4,1133,,0.61,,,
26,172.4,93.9,2785,,0.77,,10000.0,
31,169.3,45.7,1831,,0.51,646.0,10000.0,40000.0
43,168.9,47.6,2352,0.0,0.65,479.0,,
33,184.3,62.4,3650,0.0,0.27,,,
31,172.0,49.8,3104,1.0,0.67,,10000.0,
24,183.9,74.2,2705,3.0,0.58,544.0,10000.0,40000.0
41,165.3,33.1,2441,,0.86,,10000.0,
32,180.4,83.6,1301,,0.17,357.0,5000.0,40000.0
64,164.7,72.1,3273,1.0,0.57,310.0,5000.0,40000.0
59,179.9,59.7,1507,,0.02,621.0,,
56,171.1,74.8,2447,0.0,0.07,403.0,10000.0,40000.0
22,164.0,93.3,1224,,0.12,657.0,,
57,175.1,60.4,1696,,0.5,348.0,154.95,40000.0
72,185.0,104.2,3327,,0.44,634.0,805.59,40000.0
37,159.8,68.4,1499,,0.05,587.0,,
63,185.7,73.6,2114,5.0,0.57,643.0,5000.0,40000.0
50,172.1,73.8,3214,,0.18,,664.78,
20,179.6,77.8,2612,4.0,0.32,372.0,,
73,162.6,52.8,3613,,0.01,,1357.71,
49,177.3,43.8,1197,0.0,0.49,,616.7,
67,187.8,64.8,894,,0.69,,645.33,
21,161.5,84.0,1904,,0.23,,454.11,
42,171.8,72.3,4576,5.0,0.73,,621.76,
21,162.9,102.3,2658,,0.09,,1335.44,
33,182.4,56.4,3580,4.0,0.88,743.0,,
64,166.2,60.9,2393,,0.54,,10000.0,
37,158.3,96.8,1006,,0.11,500.0,,
24,165.4,80.5,3446,,0.85,,1149.38,
69,181.1,66.4,4925,4.0,0.96,342.0,5000.0,40000.0
50,172.6,81.3,2320,1.0,0.7,,,
70,165.0,85.3,500,,0.06,430.0,10000.0,40000.0
41,174.0,77.4,3807,,0.98,660.0,10000.0,40000.0
26,181.5,77.3,2493,,0.65,686.0,5000.0,40000.0
32,163.5,52.2,1157,,0.22,441.0,5000.0,40000.0
46,188.2,56.4,520,,0.73,328.0,10000.0,40000.0
69,151.8,71.4,3256,,0.55,592.0,,
27,186.3,60.8,1245,4.0,0.16,,10000.0,
66,172.2,56.6,2143,4.0,0.05,465.0,5000.0,40000.0
45,161.3,64.7,4871,,0.93,,5000.0,
51,176.9,99.8,1506,,0.65,,5000.0,
48,167.3,74.4,3115,,0.49,635.0,,
38,154.6,73.2,591,,0.35,317.0,5000.0,40000.0
59,174.9,52.9,500,1.0,0.5,747.0,,
23,166.0,54.3,3238,,0.33,,,
73,151.5,61.8,2253,,0.2,,1516.18,
23,182.1,74.4,6003,,0.3,460.0,5000.0,40000.0
72,165.0,71.5,3610,,0.06,,10000.0,
21,166.0,82.4,2939,,0.44,754.0,5000.0,40000.0
54,173.3,75.5,1035,1.0,0.23,610.0,1069.06,40000.0
59,177.0,78.1,2348,,0.31,,888.3,
50,167.4,72.0,2692,1.0,0.23,823.0,5000.0,40000.0
28,175.5,22.6,784,,0.43,528.0,,
37,167.0,93.2,749,5.0,0.95,,,
51,188.6,57.0,3285,,0.36,,10000.0,
42,175.6,66.3,653,,0.59,667.0,10000.0,40000.0
26,179.3,107.6,3083,5.0,0.92,,,
56,182.7,68.8,3285,,1.0,324.0,10000.0,40000.0
41,167.7,67.9,1863,,0.36,,10000.0,
62,175.5,76.7,3250,1.0,0.12,,5000.0,
37,160.9,102.8,1044,,0.81,,,
36,185.6,71.8,1270,,0.62,846.0,,
28,189.3,38.4,2389,2.0,0.86,,10000.0,
64,153.0,69.0,500,3.0,0.12,574.0,897.49,40000.0
59,159.8,51.9,3073,,0.95,,619.9,
27,171.7,48.5,857,,0.84,,829.27,
71,170.2,87.1,3774,,0.25,459.0,10000.0,40000.0
42,175.2,73.8,2229,2.0,0.27,,10000.0,
60,178.1,66.8,1192,,0.5,833.0,5000.0,40000.0
70,164.6,45.8,959,0.0,0.38,,814.61,
69,185.9,82.5,5174,,0.34,737.0,992.58,40000.0
28,158.3,56.1,2082,2.0,0.41,420.0,,
50,169.5,60.7,2512,4.0,0.24,,10000.0,
62,186.9,84.6,691,5.0,0.86,337.0,5000.0,40000.0
51,160.6,78.5,4751,5.0,0.25,678.0,-139.29,500.0
71,161.1,87.1,3082,,0.26,,,
54,195.5,61.0,3851,1.0,0.66,,10000.0,
28,155.2,61.2,2539,,0.59,,,
20,162.8,47.7,500,,0.99,445.0,10000.0,40000.0
54,175.9,64.7,1268,3.0,0.63,599.0,5000.0,40000.0
29,164.2,71.3,2507,3.0,0.94,,473.88,
37,171.3,48.0,5360,5.0,0.94,309.0,1559.85,40000.0
57,167.9,85.4,1099,,0.51,,5000.0,
51,159.9,83.2,4573,,0.04,,5000.0,
30,177.2,82.7,3745,,0.72,,716.91,
59,174.6,86.5,2210,,0.78,390.0,901.84,40000.0
73,173.2,51.1,4977,3.0,0.17,509.0,,
32,193.4,84.2,1311,4.0,0.01,,,
41,169.6,13.1,1339,0.0,0.6,,10000.0,
60,171.7,52.2,2435,,0.15,730.0,10000.0,40000.0
52,172.3,100.0,2323,1.0,0.23,328.0,,
39,141.9,63.4,1712,3.0,0.58,,,
28,180.9,80.2,3264,,0.14,,,
38,157.1,70.1,4764,4.0,0.91,,,
42,173.4,87.6,1672,,0.29,,902.95,
30,178.1,49.2,3836,4.0,0.84,,5000.0,
64,159.0,82.9,2084,0.0,0.79,,559.76,
68,167.5,62.2,5285,5.0,0.47,,10000.0,
34,167.9,57.2,1731,3.0,0.28,380.0,,
48,154.3,92.2,4688,,0.06,440.0,10000.0,40000.0
72,169.7,99.2,3454,4.0,0.8,,5000.0,
66,163.6,51.8,3211,,0.11,,5000.0,
72,166.5,55.0,3529,5.0,0.09,420.0,,
63,171.2,77.4,3873,,0.72,,,
28,183.3,35.4,2810,1.0,0.1,586.0,638.36,40000.0
45,153.9,97.4,4057,,0.31,652.0,5000.0,40000.0
43,178.0,83.3,3606,3.0,0.85,714.0,10000.0,40000.0
58,144.7,59.5,1086,,0.43,695.0,10000.0,40000.0
23,175.3,47.1,2675,3.0,0.96,411.0,,
52,169.6,79.8,2132,,0.63,727.0,552.93,40000.0
21,153.3,66.7,1095,,0.22,670.0,,
37,174.5,95.1,531,,0.04,,,
63,168.1,43.1,2754,1.0,0.99,525.0,10000.0,40000.0
37,171.1,70.4,1939,3.0,0.73,846.0,,
61,170.7,62.7,2614,,0.31,665.0,5000.0,40000.0
67,172.6,64.4,851,,0.24,,5000.0,
75,180.4,54.0,2553,,0.64,585.0,10000.0,40000.0
73,168.7,45.5,2591,,0.42,675.0,1297.71,40000.0
49,156.2,60.9,1114,4.0,0.77,,10000.0,
48,168.9,64.7,3554,,0.07,,5000.0,
63,174.4,52.6,1799,,0.5,504.0,5000.0,40000.0
39,159.1,67.0,3963,1.0,0.46,,,
44,157.2,73.0,3128,3.0,0.41,,,
39,174.9,83.0,1364,1.0,0.73,,5000.0,
27,153.6,82.3,1344,0.0,0.16,,10000.0,
25,161.3,75.4,4121,,0.39,,916.62,
52,167.4,63.8,1779,,0.6,692.0,10000.0,40000.0
47,152.3,68.9,2970,,0.48,,10000.0,
31,176.9,66.8,4051,,0.5,,,
66,169.1,47.7,4284,,0.07,,5000.0,
50,163.5,43.1,2598,,0.63,,5000.0,
57,186.1,93.5,4381,0.0,0.07,,933.23,
34,199.8,82.6,2880,,0.98,,779.35,
49,169.5,84.2,2119,2.0,0.28,587.0,,
39,166.1,60.2,2430,,0.13,,,
65,176.5,103.9,4166,,0.14,,10000.0,
53,169.3,76.5,2055,2.0,0.62,,,
70,167.2,77.5,3873,,0.94,372.0,1309.6,40000.0
73,180.3,60.7,2323,,0.59,609.0,648.5,40000.0
36,176.0,64.6,1993,,0.64,,5000.0,
52,172.0,40.8,1508,4.0,0.1,578.0,,
65,162.4,64.5,1214,1.0,0.36,,5000.0,
44,175.0,60.2,2269,1.0,0.58,555.0,657.91,40000.0
71,160.1,94.4,2703,,0.31,,,
23,172.0,76.9,1973,3.0,0.99,517.0,,
51,156.2,45.1,2032,,0.42,,10000.0,
19,173.8,78.6,3389,,0.68,,10000.0,
71,171.5,79.6,2411,,0.24,642.0,5000.0,40000.0
59,171.3,55.3,3052,2.0,0.34,488.0,510.22,40000.0
61,166.2,83.1,4807,,0.99,,1131.46,
36,162.5,78.5,500,2.0,0.97,405.0,5000.0,40000.0
56,176.6,54.0,3098,3.0,0.84,,1191.16,
43,163.2,76.0,3953,,0.2,573.0,763.77,40000.0
35,160.9,77.8,2628,,0.28,835.0,,
43,159.8,54.4,1464,,0.14,570.0,10000.0,40000.0
48,177.6,71.3,3601,,0.32,,10000.0,
37,158.2,85.8,2896,5.0,0.44,612.0,,
37,158.0,48.1,4516,4.0,0.53,,1070.49,
63,172.7,104.1,4320,,0.58,387.0,,
48,166.9,78.1,500,1.0,0.83,,10000.0,
25,165.7,75.2,3775,,0.35,,5000.0,
19,168.4,64.3,500,,0.05,625.0,1759.57,40000.0
71,173.6,49.0,2735,0.0,0.25,,,
69,159.9,64.9,3980,,0.49,752.0,862.85,40000.0
31,157.0,46.5,1832,3.0,0.05,732.0,10000.0,40000.0
63,182.0,88.2,2990,5.0,0.33,,5000.0,
28,182.7,54.1,3151,2.0,0.38,,10000.0,
34,179.6,76.8,2451,4.0,0.02,587.0,,
40,167.2,65.1,5786,,0.58,,10000.0,
24,176.3,68.6,827,4.0,0.82,,,
53,180.0,63.0,670,4.0,0.08,,10000.0,
44,165.6,67.8,1311,2.0,0.3,605.0,,
24,184.8,49.4,3586,,0.42,526.0,,
61,177.8,83.0,2983,,0.24,,,
64,171.2,93.4,4084,,0.94,,1005.07,
30,182.1,76.6,2979,3.0,0.08,,10000.0,
41,193.1,86.2,1617,,0.95,,10000.0,
37,170.6,68.2,2667,,1.0,437.0,749.01,40000.0
69,167.3,96.0,3656,,0.31,731.0,10000.0,40000.0
65,177.8,43.7,2685,,0.6,664.0,10000.0,40000.0
28,187.5,46.3,598,1.0,0.34,452.0,671.4,40000.0
63,147.8,80.0,1718,,0.56,,5000.0,
43,170.7,70.9,998,0.0,0.62,372.0,1000.98,40000.0
46,181.8,78.9,2815,,0.39,745.0,,
41,161.1,62.6,1607,5.0,0.89,323.0,10000.0,40000.0
20,148.5,49.4,957,5.0,0.25,,10000.0,
23,147.9,69.2,2622,5.0,0.44,736.0,,
37,177.0,70.6,3478,,0.79,612.0,10000.0,40000.0
69,163.8,52.7,1064,1.0,0.0,,858.83,
19,180.0,96.8,2882,2.0,0.07,,5000.0,
64,176.4,97.0,2509,3.0,0.4,768.0,5000.0,40000.0
66,167.0,80.3,1523,,0.05,512.0,,
54,168.6,89.3,2732,,0.72,,,
67,179.5,67.9,2459,,0.16,,735.97,
19,175.8,79.1,2754,,0.4,340.0,5000.0,40000.0
21,173.5,84.1,500,5.0,0.53,839.0,10000.0,40000.0
18,159.9,80.0,2628,,0.58,518.0,,
23,161.8,60.8,2291,1.0,0.64,,,
72,167.5,75.9,2864,5.0,0.53,,10000.0,
65,183.8,64.9,4805,,0.35,,,
53,177.1,84.9,2741,0.0,0.83,,10000.0,
38,164.9,56.8,1657,2.0,0.97,,10000.0,
46,164.0,72.7,3054,1.0,0.22,,460.33,
29,164.5,69.6,3149,5.0,0.7,805.0,10000.0,40000.0
54,162.7,82.3,3077,2.0,0.74,779.0,10000.0,40000.0
46,173.9,72.2,4036,,0.49,359.0,1278.14,40000.0
31,158.5,74.4,1363,,0.46,627.0,5000.0,40000.0
28,185.8,64.9,1782,1.0,0.26,,,
22,162.6,59.3,2907,4.0,0.5,,782.22,
19,164.0,74.3,2795,0.0,0.85,,,
36,159.2,59.1,2529,5.0,0.78,822.0,,
60,176.7,70.5,2796,5.0,0.72,,,
20,162.3,80.0,1829,,0.21,,5000.0,
62,169.0,65.2,2895,3.0,0.97,667.0,5000.0,40000.0
39,167.1,64.8,2896,,0.26,,5000.0,
25,179.9,96.6,1225,,0.39,,382.46,
62,176.8,79.5,4033,0.0,0.52,,768.34,
44,189.0,67.1,2044,,0.17,660.0,5000.0,40000.0
48,165.1,60.2,2518,,0.49,,5000.0,
32,147.6,79.1,5434,1.0,0.13,716.0,,
18,180.8,49.0,500,,0.51,374.0,322.17,40000.0
36,173.0,48.3,3902,,0.85,,1051.59,
24,166.2,87.0,2687,,0.19,436.0,10000.0,40000.0
62,166.3,48.9,3044,,0.17,,468.12,
31,156.0,38.8,500,,0.82,828.0,871.65,40000.0
39,167.8,46.8,1230,,0.07,,10000.0,
65,155.3,92.7,3423,5.0,0.64,,5000.0,
57,159.9,66.3,2768,,0.38,,864.38,
23,185.1,76.2,1494,4.0,0.99,832.0,5000.0,40000.0
20,166.5,70.2,1616,1.0,0.7,,,
37,163.6,59.6,2351,,0.29,,,
19,161.6,78.9,1804,,0.55,553.0,10000.0,40000.0
31,184.8,54.5,2371,4.0,0.29,,1073.6,
68,173.3,95.2,1733,,0.33,,,
22,173.0,65.4,3034,,0.71,,929.42,
31,165.0,53.2,3191,2.0,0.13,,5000.0,
20,170.0,98.1,2463,1.0,0.9,,1134.61,
71,165.0,92.7,2510,,0.32,379.0,,
61,164.1,76.6,3157,4.0,0.16,,5000.0,
46,177.5,72.0,2843,,0.7,,5000.0,
26,158.5,53.9,2427,,0.81,452.0,5000.0,40000.0
35,151.5,94.8,4579,,0.22,,5000.0,
38,173.5,63.0,1298,0.0,0.06,776.0,,
69,162.9,62.4,2172,3.0,0.71,,5000.0,
43,186.7,77.0,2641,,0.92,,5000.0,
42,164.9,65.0,3403,3.0,0.33,,5000.0,
62,152.0,99.4,1807,2.0,0.96,,5000.0,
38,167.9,75.6,1441,,0.9,,10000.0,
57,182.5,84.2,3913,3.0,0.24,510.0,10000.0,40000.0
45,172.5,68.3,2679,,0.83,608.0,5000.0,40000.0
46,155.9,81.7,2127,4.0,0.8,,,
40,174.8,69.9,2882,3.0,0.91,,10000.0,
20,175.7,77.5,2096,0.0,0.86,,10000.0,
70,175.4,78.3,2238,4.0,0.32,645.0,10000.0,40000.0
23,163.3,93.8,984,3.0,0.6,,10000.0,
54,180.0,69.7,1467,,0.58,321.0,,
21,165.7,76.0,1275,,0.31,799.0,5000.0,40000.0
26,166.6,64.4,2319,,0.18,,860.26,
61,172.7,105.5,2771,,0.5,,750.46,
61,161.9,78.9,1315,,0.94,454.0,10000.0,40000.0
32,167.6,62.9,1219,,0.31,411.0,10000.0,40000.0
70,170.6,80.9,4428,,0.4,493.0,638.11,40000.0
50,181.0,92.1,1755,,0.89,,5000.0,
64,162.6,62.0,2676,,0.33,,561.58,
51,172.3,80.6,3365,,0.04,554.0,5000.0,40000.0
65,158.9,67.9,4539,,0.34,579.0,5000.0,40000.0
20,176.1,41.3,4262,,0.41,401.0,1197.1,40000.0
27,155.4,82.0,2850,4.0,0.61,,5000.0,
65,180.7,82.2,1053,1.0,0.9,646.0,878.14,40000.0
53,180.5,83.4,1535,,0.03,608.0,10000.0,40000.0
20,163.9,63.0,3478,,0.47,,,
70,170.7,89.1,2318,2.0,0.23,,385.33,
23,162.5,80.6,2821,4.0,0.95,379.0,,
38,166.0,69.7,2083,,0.88,,5000.0,
23,178.0,71.1,3248,0.0,0.81,331.0,1199.08,40000.0
62,183.4,66.7,500,,0.01,533.0,,
26,171.1,52.2,2799,2.0,0.43,,5000.0,
25,168.9,81.2,1479,,0.65,,,
27,150.0,65.4,3070,4.0,0.83,,772.18,
68,183.8,66.2,2770,,0.45,759.0,5000.0,40000.0
30,175.3,50.3,3450,,0.24,643.0,464.58,40000.0
44,184.2,48.2,4760,1.0,0.81,739.0,5000.0,40000.0
52,165.1,76.2,2407,,0.04,,,
20,161.2,88.1,4366,2.0,0.51,,768.16,
23,178.9,71.8,2669,,0.41,,10000.0,
66,164.3,70.0,2825,,0.03,823.0,,
38,183.1,56.6,4113,,0.54,,10000.0,
75,181.8,97.5,3193,,0.88,,898.63,
72,168.8,76.9,2713,2.0,0.39,,5000.0,
34,168.9,58.9,3728,,0.48,492.0,10000.0,40000.0
36,145.9,79.3,2953,,0.55,602.0,513.44,40000.0
47,170.6,77.0,3534,3.0,0.01,720.0,5000.0,40000.0
56,157.4,48.6,2975,,0.87,,360.09,
60,169.8,90.2,3099,,0.95,,5000.0,
19,180.2,84.1,2105,5.0,0.99,635.0,,
50,162.5,56.2,4475,0.0,0.06,711.0,,
20,176.1,66.9,3587,,0.15,752.0,,
21,167.5,75.8,1516,4.0,0.81,460.0,486.35,40000.0
67,185.4,87.9,1442,,0.09,627.0,,
61,177.5,56.0,2918,,0.55,,694.9,
57,180.0,55.2,3130,1.0,0.71,,,
46,177.6,80.5,3811,,0.72,,,
43,146.9,63.1,4210,,0.34,651.0,,
20,173.1,70.5,3139,5.0,0.18,,10000.0,
61,167.9,60.9,2753,1.0,0.97,,1041.68,
23,173.3,51.3,3117,,0.32,666.0,,
74,168.4,59.0,3121,3.0,0.6,348.0,,
42,153.8,89.9,3950,,0.2,513.0,10000.0,40000.0
19,170.4,96.0,4092,3.0,0.47,463.0,10000.0,40000.0
57,164.2,86.9,1841,2.0,0.95,834.0,,
38,170.9,60.7,1576,,0.71,,866.29,
21,156.2,46.8,2474,,0.46,767.0,10000.0,40000.0
50,157.5,48.3,1967,4.0,0.96,534.0,,
57,168.6,75.8,3815,1.0,0.52,725.0,,
27,178.3,67.3,3200,2.0,0.84,835.0,10000.0,40000.0
60,192.0,64.3,3149,,0.54,,5000.0,
20,170.1,50.3,3512,4.0,0.66,,5000.0,
33,174.6,76.7,2091,,0.21,,10000.0,
42,181.0,65.5,2898,5.0,0.11,347.0,10000.0,40000.0
68,175.7,67.1,500,5.0,0.86,805.0,599.33,40000.0
71,185.9,105.8,1681,5.0,0.29,554.0,1427.45,40000.0
23,187.3,78.0,2090,3.0,0.43,,378.07,
51,171.7,59.4,3055,4.0,0.96,,,
38,176.5,97.6,3130,,0.31,,658.53,
57,181.0,80.0,3323,3.0,0.3,,,
30,159.2,58.9,657,,0.45,369.0,10000.0,40000.0
27,175.4,54.8,3408,,0.94,,,
30,169.6,67.0,2097,3.0,0.15,403.0,10000.0,40000.0
32,166.3,41.8,2773,1.0,0.62,,5000.0,
44,168.6,39.7,4240,,0.16,,,
56,165.1,70.8,2844,4.0,0.14,,5000.0,
64,177.6,57.3,2531,,0.27,,1253.77,
59,163.7,58.3,1413,2.0,0.56,,5000.0,
46,165.5,92.0,723,,0.85,,5000.0,
42,180.1,51.4,4096,3.0,0.15,,950.31,
62,163.5,97.4,1036,,0.6,420.0,10000.0,40000.0
75,178.7,61.2,3081,,0.14,,10000.0,
42,178.9,66.6,1464,5.0,0.01,420.0,,
20,161.3,65.3,2680,0.0,0.77,,,
59,179.6,72.8,3454,,0.59,,1017.49,
62,159.3,92.6,2682,,0.17,,5000.0,
54,168.5,99.1,2549,,0.85,,870.9,
42,171.3,61.4,3272,0.0,0.72,563.0,10000.0,40000.0
47,163.3,38.4,2338,2.0,0.3,,865.98,
26,164.2,70.4,3466,4.0,0.16,669.0,5000.0,40000.0
35,169.6,47.5,2315,4.0,0.07,,1296.5,
51,177.6,81.5,692,3.0,0.83,474.0,10000.0,40000.0
24,163.9,47.2,2957,,0.72,328.0,,
66,177.4,88.2,2611,,0.34,,5000.0,
41,167.8,61.7,1864,,0.26,724.0,550.64,40000.0
59,161.6,66.3,3655,,0.53,636.0,10000.0,40000.0
32,181.3,101.6,905,2.0,0.94,537.0,10000.0,40000.0
45,177.7,66.0,2939,,0.54,371.0,5000.0,40000.0
36,170.3,76.5,1922,,0.54,,5000.0,
43,175.9,64.9,3979,4.0,0.52,419.0,10000.0,40000.0
34,190.5,68.8,2974,,0.97,626.0,,
69,171.0,51.0,987,2.0,0.71,397.0,5000.0,40000.0
21,165.5,78.4,1899,4.0,0.22,,546.38,
41,178.6,70.6,897,,0.16,,518.63,
25,153.8,83.3,1999,,0.27,,10000.0,
24,187.3,82.2,1826,,0.04,,909.63,
20,187.2,67.9,2747,5.0,0.76,441.0,,
31,183.2,81.5,1955,5.0,0.04,739.0,10000.0,40000.0
35,182.8,73.9,1881,3.0,0.11,677.0,,
59,170.5,76.0,2995,,0.45,343.0,10000.0,40000.0
59,162.7,70.8,2576,,0.54,526.0,,
69,163.4,65.7,1816,5.0,0.91,584.0,,
25,170.4,77.4,3986,,0.32,624.0,10000.0,40000.0
57,172.9,65.3,1758,1.0,0.29,,483.42,
20,167.6,74.2,4318,,0.84,419.0,5000.0,40000.0
59,178.5,76.8,4358,3.0,0.51,,745.54,
69,178.0,46.8,3984,2.0,0.22,,860.18,
47,173.0,71.7,3919,5.0,0.59,543.0,5000.0,40000.0
38,172.2,86.5,2950,2.0,0.48,477.0,10000.0,40000.0
36,158.4,59.7,500,2.0,0.51,548.0,,
71,181.8,28.3,2169,2.0,0.87,373.0,,
64,182.7,82.8,3822,5.0,0.12,831.0,5000.0,40000.0
53,163.1,89.6,1067,,0.54,,,
27,189.2,67.7,500,,0.71,,10000.0,
26,167.2,75.9,1780,,0.95,,573.68,
54,186.4,90.5,3758,,0.45,596.0,824.56,40000.0
73,164.1,69.2,2651,0.0,0.85,738.0,918.92,40000.0
57,172.9,77.7,2139,3.0,0.23,644.0,479.72,40000.0
58,169.8,73.0,3352,1.0,0.07,,10000.0,
35,170.8,64.1,5299,,0.88,481.0,10000.0,40000.0
37,177.9,45.7,1884,,0.21,,10000.0,
28,178.6,69.0,2779,3.0,0.79,445.0,155.86,40000.0
52,170.8,74.0,555,5.0,0.84,787.0,5000.0,40000.0
30,153.9,59.6,2841,,0.33,,5000.0,
37,183.1,61.8,2151,,0.97,720.0,10000.0,40000.0
45,166.5,83.9,1251,,0.74,315.0,,
67,166.2,84.7,806,,0.02,779.0,5000.0,40000.0
55,172.9,58.1,4992,,0.31,,10000.0,
41,158.8,49.1,3145,,0.8,462.0,,
65,176.5,52.1,2860,2.0,0.87,,,
46,173.4,50.3,3527,2.0,0.1,300.0,950.7,40000.0
47,173.2,78.9,3611,,0.74,428.0,10000.0,40000.0
48,154.7,60.2,3202,3.0,0.1,500.0,1233.18,40000.0
55,167.5,63.6,1213,,0.94,375.0,10000.0,40000.0
69,187.2,73.1,2798,,0.36,503.0,5000.0,40000.0
47,167.9,82.7,4426,0.0,0.03,,5000.0,
63,166.2,78.2,3785,,0.02,,889.15,
25,157.0,76.1,2105,5.0,0.51,566.0,,
27,170.9,56.7,1119,,0.66,,,
35,166.1,100.1,3840,,0.57,,908.93,
39,177.0,52.3,4182,5.0,0.59,849.0,595.2,40000.0
24,165.2,85.7,2302,4.0,0.29,,,
49,177.9,53.7,4918,5.0,0.84,,630.94,
63,174.2,70.1,861,,0.39,527.0,5000.0,40000.0
42,156.9,87.1,3453,,0.8,468.0,321.67,40000.0
