age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
52,179.5,66.7,1978,3.0,0.17,,10000.0,500.0
50,166.6,75.2,3142,0.0,0.12,467.0,5000.0,4792.3119247858995
61,172.3,91.0,2061,,0.58,,803.53,500.0
25,166.1,105.3,3336,4.0,0.66,,,17960.37004122034
69,177.9,89.9,4944,5.0,0.18,,,12873.031183839874
51,160.8,53.6,2682,3.0,0.45,502.0,,500.0
50,176.9,55.2,500,,0.46,,5000.0,500.0
69,173.6,43.5,4122,,0.14,503.0,5000.0,6641.673299403863
36,171.8,82.3,2254,2.0,0.94,,10000.0,25653.8548432962
64,175.2,57.3,4504,1.0,0.86,388.0,5000.0,24423.367356687104
45,169.5,73.3,2453,4.0,0.49,723.0,148.04,500.0
53,165.7,39.8,2496,1.0,0.72,759.0,10000.0,500.0
47,171.0,87.3,2926,,0.23,,10000.0,31112.626523884173
42,153.4,70.6,1384,,0.76,,1008.07,500.0
29,176.2,51.2,2883,,0.37,541.0,10000.0,6280.086769515965
24,174.3,64.1,500,,0.65,490.0,5000.0,500.0
46,170.7,76.4,896,0.0,0.3,494.0,,12874.556201202864
40,171.6,44.8,3717,1.0,0.47,,5000.0,500.0
22,159.2,52.0,1715,5.0,0.69,,10000.0,500.0
24,164.6,72.3,1465,3.0,0.62,644.0,-101.05,500.0
63,164.1,33.3,2695,,0.83,571.0,1251.6,24477.86455455515
31,176.5,74.4,2600,,0.8,704.0,762.63,500.0
63,182.1,72.1,536,1.0,0.52,622.0,,500.0
33,158.9,70.2,1431,1.0,0.15,718.0,10000.0,500.0
61,176.5,72.0,3153,3.0,0.75,,829.72,500.0
29,176.3,72.7,1930,3.0,0.0,,10000.0,17537.5768626497
48,168.9,87.2,4893,1.0,0.83,,5000.0,6652.601907887115
59,169.6,79.4,3204,,0.4,794.0,654.42,500.0
24,166.8,82.4,2995,,0.59,,,22622.68444829474
60,170.0,88.8,1187,,0.94,791.0,,6243.547085675631
67,173.7,24.1,500,,0.1,,10000.0,500.0
60,168.4,55.2,2443,,0.91,,10000.0,6043.441235351164
74,182.6,58.6,3279,,0.41,,,23798.893125703016
53,160.6,74.1,2764,2.0,0.7,,10000.0,34427.4067352318
69,189.6,61.7,1549,,0.82,,,500.0
30,173.8,95.8,1572,,0.46,,5000.0,21049.649662948512
42,179.7,68.0,2814,5.0,0.64,,5000.0,22986.86900407216
20,180.1,81.0,1649,,0.24,,,500.0
41,154.3,82.9,3138,0.0,0.85,,5000.0,500.0
66,156.5,79.8,3162,5.0,0.58,617.0,5000.0,10982.076331042272
65,175.2,84.3,1856,,0.99,706.0,10000.0,28274.42534285644
21,175.5,52.8,2658,,0.09,685.0,,21321.56672710261
34,172.2,54.7,1389,1.0,0.47,,,500.0
18,160.3,61.3,3598,4.0,0.44,349.0,5000.0,14707.494346449566
33,173.4,72.1,2201,5.0,0.18,,5000.0,14594.453914396168
63,181.2,62.0,4304,1.0,0.74,,,26907.151366479735
60,171.4,62.6,2120,,0.72,,5000.0,18708.278434555887
19,166.6,82.7,4658,2.0,0.84,773.0,5000.0,8600.221570401316
59,169.3,85.7,1596,3.0,0.65,,1006.21,10795.14829828503
48,183.4,52.0,2695,2.0,0.89,,5000.0,3282.616970746021
40,179.9,60.9,929,0.0,0.93,376.0,,500.0
35,171.1,76.5,1965,2.0,0.46,,10000.0,500.0
43,170.1,74.1,1622,2.0,0.77,,5000.0,13482.61574743173
67,165.5,68.6,2327,,0.58,,10000.0,8255.097588643775
21,177.9,71.8,3325,,0.15,,,500.0
69,177.9,75.6,6538,,0.39,,716.03,11272.659120272685
45,170.7,57.0,3328,,0.2,,,22154.795561381947
23,160.6,41.8,2694,5.0,0.62,545.0,,25805.445066223645
64,177.7,52.7,1938,1.0,0.81,822.0,,8243.965842906731
26,177.7,53.8,1885,2.0,0.68,620.0,,625.181791164074
60,133.4,71.2,1506,1.0,0.55,649.0,657.47,500.0
18,185.8,61.7,500,,0.48,780.0,10000.0,500.0
72,174.5,75.4,500,,0.65,565.0,891.72,1875.577048194616
41,137.9,53.9,4703,,0.32,,445.01,28360.077000172932
38,164.8,66.1,2890,,0.32,,10000.0,15489.229529015667
75,163.6,118.1,791,5.0,0.97,,10000.0,500.0
50,191.5,44.1,3184,,0.94,587.0,,23694.30682435365
34,160.2,57.2,2381,3.0,0.13,,871.49,500.0
59,165.8,55.8,4687,4.0,0.26,,927.47,25025.308349157804
20,163.1,69.8,1483,1.0,0.03,701.0,5000.0,500.0
22,150.1,68.4,1193,0.0,0.62,,10000.0,14431.899627318558
43,195.2,79.6,2829,1.0,0.33,,401.22,3600.6258579204514
65,152.2,62.1,3613,,0.99,,5000.0,15575.458114561727
33,165.9,61.6,1658,0.0,0.23,561.0,5000.0,500.0
39,153.9,67.4,1542,0.0,0.34,703.0,,500.0
68,161.1,52.6,2150,,0.74,,5000.0,500.0
70,167.5,67.4,1540,,0.16,,,13606.720813252272
24,186.3,62.2,5028,5.0,0.91,654.0,10000.0,38753.47407594087
62,158.9,49.5,2318,,0.95,,,500.0
36,156.8,77.5,2078,,0.82,,5000.0,2681.2930906561137
42,164.9,82.9,5293,,0.33,692.0,5000.0,41661.82110782489
30,164.7,56.4,2826,3.0,0.68,,10000.0,9442.87811949249
31,175.7,67.3,2933,2.0,0.81,599.0,10000.0,500.0
45,156.8,89.5,2786,,0.41,388.0,5000.0,28067.975016114327
34,174.7,69.1,2517,1.0,0.98,612.0,5000.0,500.0
20,172.9,73.0,2101,,0.42,370.0,10000.0,35834.10601247562
71,170.0,80.3,2045,,0.21,524.0,855.14,16961.85182746997
52,167.1,64.7,3511,,0.14,352.0,1013.32,500.0
60,158.9,48.2,2322,3.0,0.03,442.0,455.66,13967.640759039814
36,181.8,51.2,3144,2.0,0.06,,5000.0,500.0
72,177.0,63.1,2510,0.0,0.7,717.0,591.72,23259.8725121498
55,173.7,66.2,1883,4.0,0.17,,1158.32,500.0
36,176.1,88.0,2213,,0.61,469.0,,500.0
60,170.9,87.8,1579,,0.46,,,500.0
18,180.1,67.7,500,1.0,0.83,,490.27,500.0
30,179.4,79.3,1634,4.0,0.52,435.0,,10274.636174398358
19,177.0,77.5,3414,1.0,0.61,648.0,1019.99,33852.133516221205
48,174.2,88.7,2664,,0.3,755.0,1062.62,500.0
43,156.4,71.9,2499,,0.78,,5000.0,500.0
70,179.3,90.2,2659,,0.6,379.0,881.28,17192.327566960998
38,169.4,72.3,3192,,0.76,,10000.0,25148.09909402505
59,154.2,76.4,4733,,0.58,682.0,5000.0,500.0
27,165.7,53.9,2597,,0.24,758.0,5000.0,500.0
43,160.3,59.2,506,,0.37,678.0,5000.0,500.0
40,153.9,82.4,4324,,0.35,311.0,10000.0,500.0
68,166.7,103.6,1933,,0.99,,10000.0,500.0
59,169.7,56.9,1684,3.0,0.71,799.0,637.29,19034.951240767296
35,164.0,42.3,2789,,0.6,,10000.0,500.0
58,180.5,84.7,1202,,0.16,,,500.0
34,167.5,67.5,2396,2.0,0.59,302.0,829.02,12465.414702869015
52,165.6,63.7,500,4.0,0.69,549.0,10000.0,500.0
48,158.6,73.1,2385,,0.22,,10000.0,18468.08184681773
45,169.0,29.6,2173,5.0,0.99,,,500.0
33,177.2,75.0,3671,,0.01,747.0,5000.0,23397.444798880064
29,192.9,51.2,1548,,0.62,,5000.0,10685.702487447646
72,175.2,57.4,1778,,0.03,450.0,211.18,500.0
45,167.0,73.3,2876,,0.28,,758.94,500.0
72,170.7,94.9,2149,,0.26,599.0,5000.0,2380.109931256516
44,172.7,64.7,1986,,0.37,475.0,,8167.786644706812
44,187.2,84.3,2291,,0.09,719.0,10000.0,778.0760829098288
38,189.2,76.4,2080,,0.31,,1271.66,19237.084009896305
32,147.1,53.6,2380,,0.9,,10000.0,22110.34115101684
72,175.5,48.3,4199,,0.46,805.0,5000.0,32485.531052833256
22,178.8,60.2,2926,,0.33,534.0,,1403.317692729601
62,167.8,49.6,3149,1.0,0.94,551.0,10000.0,500.0
41,163.5,73.5,4474,,0.91,812.0,916.69,20884.998253844584
19,179.6,72.0,2974,,0.07,594.0,,16950.06179733664
28,159.0,72.4,4044,0.0,0.64,,922.97,1452.9636159923682
31,170.9,70.4,2343,1.0,0.79,561.0,,15008.06992421023
18,170.4,79.3,1580,,0.13,476.0,,5733.1086672715055
58,168.9,73.3,3633,,0.85,719.0,,35278.9738713084
63,185.7,71.4,2878,,0.39,,5000.0,500.0
72,175.5,89.7,2433,5.0,0.67,844.0,5000.0,500.0
52,180.3,60.4,1831,3.0,0.06,562.0,10000.0,500.0
67,176.5,61.3,4069,,0.55,,10000.0,11599.533495878803
68,182.2,57.3,1397,0.0,0.82,517.0,825.37,15792.631760679455
50,177.3,83.6,4403,0.0,0.25,531.0,774.87,15993.47491432107
74,158.3,83.6,3329,,0.54,808.0,5000.0,500.0
49,180.1,74.1,2581,3.0,0.69,745.0,441.65,25832.54326683973
50,183.3,69.0,4714,,0.02,,1130.88,25258.69907059388
30,160.9,81.5,1334,0.0,0.38,322.0,5000.0,500.0
42,177.2,82.9,1799,5.0,0.89,,10000.0,500.0
23,175.6,75.0,500,,0.18,,,22585.338431001033
28,169.5,78.3,1193,,0.21,,1198.99,7742.924447425371
61,172.6,87.1,4337,,0.83,360.0,,500.0
65,174.3,39.8,1683,,0.89,,,500.0
29,170.1,63.5,2651,,0.66,,5000.0,500.0
48,168.8,66.6,979,1.0,0.09,823.0,10000.0,500.0
42,159.4,67.2,1853,0.0,0.79,794.0,10000.0,500.0
50,180.0,55.5,3770,2.0,0.61,337.0,571.63,500.0
24,177.7,78.1,2784,4.0,0.07,,,9094.788350545172
34,174.6,64.8,1826,,0.19,,5000.0,17498.34532777919
38,167.9,57.9,3393,1.0,0.12,,491.27,28317.99889012609
52,183.7,68.6,1668,1.0,0.11,,5000.0,5378.786478355881
62,175.8,74.6,2948,,0.54,453.0,1035.17,10592.477509422366
25,176.0,71.5,4884,,0.96,401.0,315.04,500.0
65,172.6,71.2,936,,0.19,,,500.0
70,180.9,54.4,1379,,0.79,,,11197.724216604038
61,158.6,59.3,2863,,0.31,,,500.0
40,174.4,99.3,5080,3.0,0.46,706.0,1106.98,30402.113466074145
28,174.2,69.4,500,,0.13,345.0,,4707.952915524882
28,166.7,71.7,3427,0.0,0.52,,,27293.118605334497
23,179.4,68.1,3355,,0.03,,5000.0,500.0
74,165.5,59.7,4969,,0.64,305.0,5000.0,26576.265901802082
19,178.9,81.9,1286,4.0,0.24,814.0,10000.0,500.0
70,178.4,80.2,3018,3.0,0.06,627.0,10000.0,13356.55499421264
21,178.0,67.7,5741,,0.32,380.0,5000.0,35655.48304388359
52,158.0,64.1,4078,,0.77,431.0,,500.0
34,179.7,50.9,1673,1.0,0.62,,,500.0
21,179.1,82.9,1542,,0.01,,,500.0
19,159.6,73.5,3766,,0.86,,500.7,500.0
67,159.8,79.3,2710,1.0,0.09,438.0,677.92,14042.39340376125
68,163.2,37.8,2535,,0.63,,5000.0,500.0
47,170.3,80.6,1265,,0.82,,10000.0,31562.160503167877
47,163.8,95.1,3022,0.0,0.66,,10000.0,500.0
74,170.1,73.3,2419,2.0,0.8,,,10703.82737914945
46,170.4,64.3,2134,,0.75,698.0,299.19,500.0
62,167.9,60.9,2124,5.0,0.34,,917.21,24483.346380654322
46,174.5,57.6,2151,,0.58,,10000.0,500.0
25,179.3,95.9,500,0.0,0.18,419.0,967.55,500.0
20,188.9,59.8,615,,0.14,,5000.0,500.0
46,179.1,68.4,2735,4.0,0.96,,,4902.444266359606
71,166.8,56.0,2693,5.0,0.3,636.0,10000.0,500.0
38,158.3,64.7,1899,4.0,0.1,409.0,100.37,500.0
37,172.5,55.9,3233,3.0,0.43,,10000.0,500.0
43,170.3,81.8,4280,,0.99,,618.95,30626.948811115177
65,146.0,80.5,1160,,0.25,,5000.0,500.0
52,164.0,70.1,3971,0.0,0.88,,5000.0,500.0
30,180.8,83.8,2217,,0.53,419.0,1024.93,36713.829541440144
75,168.3,85.4,2991,4.0,0.28,,5000.0,11169.108115365516
52,175.1,84.5,5333,,0.2,385.0,,17427.047542739998
19,186.7,49.4,1274,,0.42,,,1180.2452599377737
68,157.9,77.4,2524,1.0,0.2,592.0,,1058.7221285950077
22,185.5,83.4,3079,,0.91,,10000.0,500.0
47,157.8,80.6,1948,3.0,0.62,,5000.0,500.0
30,172.8,90.5,1597,3.0,0.03,728.0,,500.0
40,184.9,65.2,4879,,0.05,428.0,724.53,7232.9925979031495
23,179.3,80.5,1387,,0.74,,,500.0
21,176.5,97.2,2949,5.0,0.72,,1248.7,34280.27082214709
40,163.9,74.8,1235,,0.85,,,500.0
45,187.6,80.7,4001,2.0,0.05,335.0,850.51,2109.8379185465737
34,161.7,95.0,2215,0.0,0.43,302.0,10000.0,27173.401227974042
30,179.8,71.8,4442,1.0,0.93,,,500.0
69,166.6,105.3,2475,5.0,0.59,,10000.0,33400.713378645014
66,179.3,44.2,500,,0.49,716.0,10000.0,500.0
44,158.6,68.8,626,,0.3,,5000.0,22913.179836483436
50,156.9,54.2,1765,1.0,0.5,673.0,328.42,500.0
32,195.1,82.5,500,0.0,0.52,367.0,10000.0,500.0
63,166.3,66.8,3588,,0.43,596.0,10000.0,16157.452348362815
33,155.0,77.3,4020,,0.41,464.0,283.82,23675.74690497324
61,169.0,64.4,1992,,0.04,357.0,5000.0,500.0
72,173.4,68.9,783,,0.66,345.0,10000.0,7953.303400752445
55,181.4,67.3,2220,5.0,0.89,,10000.0,14199.35498259439
35,178.2,59.2,1766,,0.71,782.0,718.49,10367.43764033394
27,165.2,71.9,807,0.0,0.36,586.0,1235.23,500.0
50,184.3,83.4,2366,,0.99,710.0,879.49,500.0
63,152.9,68.2,4022,,0.75,431.0,5000.0,16879.494844426
42,167.1,76.3,3831,1.0,0.19,,,4597.657007308739
41,172.5,95.6,751,5.0,0.97,362.0,,9578.290697501116
58,161.6,74.2,3152,5.0,0.97,727.0,5000.0,500.0
23,159.9,94.4,1908,,0.93,,,12785.151005406902
25,173.4,63.1,3186,,0.4,,951.47,42398.269581583576
48,163.9,62.7,702,,0.83,,706.01,500.0
64,169.2,70.1,3662,1.0,0.58,,5000.0,500.0
40,178.0,75.1,4281,,0.59,,10000.0,37463.214258338274
20,182.6,56.2,3062,2.0,0.94,454.0,484.2,14355.315932682724
37,172.5,82.4,1709,5.0,0.26,,5000.0,500.0
39,173.3,81.4,4108,,0.37,,10000.0,27556.50815979591
43,154.7,88.2,1847,5.0,0.15,477.0,1361.27,28557.575861087622
28,164.2,51.9,1541,,0.81,840.0,5000.0,6490.729349935428
69,168.9,71.2,1136,0.0,0.49,,,500.0
23,159.7,59.9,592,,0.38,,,11963.93044304796
26,185.1,61.8,1667,,0.74,796.0,5000.0,500.0
20,162.7,73.2,4133,5.0,0.67,,,500.0
47,179.4,67.4,3047,,0.33,584.0,10000.0,30423.3274770648
18,167.5,80.3,2679,2.0,0.88,,,10753.421326523567
32,162.4,82.5,2965,,0.9,,,500.0
24,171.9,62.9,1258,0.0,0.74,,,14430.51876497812
66,167.6,43.6,709,,0.35,,555.26,19040.500677405915
22,172.1,81.9,1714,,0.09,,,500.0
25,169.7,86.4,2075,,0.19,,997.41,500.0
74,157.6,60.5,3000,,0.84,,5000.0,7477.073555735235
22,171.1,63.0,2968,,0.64,385.0,1464.35,2134.918650904049
24,151.9,63.4,4142,5.0,0.04,450.0,561.0,11686.368750865195
51,179.9,93.7,3224,,0.3,,10000.0,500.0
45,162.9,82.0,2027,,0.9,,,10439.463682214197
26,181.9,64.0,3150,4.0,0.61,,,500.0
34,171.1,61.6,2480,0.0,0.58,584.0,5000.0,15468.721379985676
33,175.6,41.3,2869,0.0,0.91,,10000.0,500.0
69,178.2,73.9,4174,5.0,0.32,,5000.0,20830.636004097378
58,169.9,62.4,2696,0.0,0.76,,619.3,18032.997930267607
31,163.5,68.0,3512,1.0,0.63,,10000.0,500.0
25,162.8,73.9,4384,,0.26,,5000.0,500.0
29,162.5,54.1,4094,1.0,0.96,422.0,,10152.632831132174
49,168.6,74.3,2743,4.0,0.12,,10000.0,20470.270283209386
63,158.1,72.5,1688,,0.01,,937.35,500.0
66,169.4,75.5,2867,2.0,0.23,,5000.0,21557.631054963622
32,164.6,78.0,2340,4.0,0.95,,784.59,15851.10313388327
36,185.4,96.4,2630,,0.9,,746.44,500.0
24,165.8,92.6,2826,,0.77,536.0,10000.0,21426.123779908554
65,161.3,82.9,3343,5.0,0.56,712.0,5000.0,22762.1917704371
70,178.8,91.2,2089,,0.14,,,32726.64490927184
39,178.3,67.9,1718,1.0,0.93,604.0,10000.0,24019.529808341456
61,193.0,85.3,1058,1.0,0.94,,989.21,500.0
64,176.1,64.0,4787,,0.9,,10000.0,500.0
27,166.1,91.6,2125,,0.58,343.0,718.31,19486.43444172945
74,158.3,63.4,1193,0.0,0.15,,5000.0,500.0
38,150.9,91.5,1248,0.0,0.34,504.0,402.19,17721.29297543405
47,153.7,80.3,4191,,0.32,464.0,952.02,500.0
21,181.6,48.3,3883,0.0,0.21,454.0,747.28,23325.338501823888
46,164.8,50.0,3054,,0.82,,1033.29,500.0
51,163.2,78.5,2219,,0.36,608.0,821.45,10309.923065623661
72,161.5,82.7,3802,,0.82,,,500.0
61,164.8,58.8,3963,,0.78,727.0,5000.0,23553.074100197176
32,178.6,84.0,821,,0.95,564.0,1189.81,500.0
69,158.4,68.1,2205,1.0,0.16,,317.95,8120.4633303876335
41,180.8,66.9,2474,,0.42,434.0,5000.0,500.0
24,167.4,56.1,1285,1.0,0.12,,5000.0,500.0
37,177.6,69.5,2433,0.0,0.28,,,23930.493958673607
62,181.6,69.2,3119,,0.92,759.0,10000.0,22945.025107320434
31,169.3,89.0,1835,0.0,0.91,531.0,5000.0,500.0
28,178.0,68.1,1066,3.0,0.27,319.0,10000.0,4183.406412898141
30,160.8,48.6,2197,,0.08,460.0,1246.17,20324.118886308166
24,170.6,57.3,1537,4.0,0.19,,,19758.871226550404
73,163.8,75.4,3902,,0.83,699.0,1042.61,500.0
57,178.0,78.9,2828,,0.79,,10000.0,24661.52749083497
34,180.3,74.0,500,,0.68,,,500.0
57,161.9,36.0,4318,4.0,0.56,760.0,10000.0,17153.875972445985
72,148.7,84.7,2276,5.0,0.7,780.0,633.67,500.0
36,169.8,91.9,3757,,0.65,409.0,,28663.370907279943
44,153.3,79.4,1506,,0.8,455.0,1138.53,18053.819257435334
62,163.5,62.2,1358,,0.29,,,1936.7691870841425
19,177.4,77.9,3749,,0.66,,,4520.636290570551
41,177.1,61.2,3243,,0.44,637.0,947.13,2389.929132211358
64,174.4,75.2,2220,,0.53,551.0,,500.0
39,177.4,81.9,500,,0.08,,,500.0
30,190.2,90.9,3799,4.0,0.75,,,500.0
54,176.4,81.7,2618,1.0,0.52,829.0,,500.0
62,172.7,60.8,1252,,0.94,,,33352.500584021866
48,181.4,90.8,3178,,0.77,692.0,5000.0,47161.18467361485
44,175.9,54.7,3715,,0.63,689.0,5000.0,30539.875874023794
48,178.2,58.9,3122,,0.61,,,16244.457336846017
29,175.7,64.6,3152,,0.14,,,7061.878616769964
48,165.9,51.8,3528,1.0,0.33,,5000.0,4385.913973233552
25,153.1,85.5,2029,5.0,0.75,,,500.0
67,151.5,62.5,3965,2.0,0.91,603.0,956.77,10938.415774897681
75,165.7,53.9,2543,1.0,0.51,729.0,10000.0,7152.7742244892515
56,175.8,89.9,3617,0.0,0.91,697.0,5000.0,16472.646515827604
71,175.7,76.0,2890,,0.99,,809.53,6675.714465733045
45,161.2,82.0,3965,1.0,0.19,,10000.0,26219.81125959639
60,161.7,87.1,500,,0.85,,,500.0
69,180.3,75.8,2497,,0.6,560.0,10000.0,19399.797462970553
75,181.3,78.1,1697,,0.18,750.0,5000.0,500.0
48,196.9,92.5,2475,,0.82,442.0,662.98,1799.1729209503715
36,163.2,74.7,3047,,0.62,,970.77,23852.949774490342
74,147.4,45.8,3057,,0.31,369.0,5000.0,500.0
37,175.3,41.3,1422,,0.11,,687.91,500.0
40,142.9,80.4,3279,,0.52,,1221.34,500.0
61,173.6,67.5,3636,2.0,0.9,,,47358.491712869785
68,174.9,88.2,882,3.0,0.05,,,8977.41551107079
66,171.3,74.9,2160,2.0,0.4,,5000.0,13056.01425629857
73,176.2,70.1,2181,3.0,0.47,,1330.47,500.0
43,166.3,61.6,1464,4.0,0.73,515.0,714.1,500.0
27,176.7,68.8,2442,2.0,0.39,,5000.0,6190.914612776286
45,183.4,41.8,2300,1.0,0.3,332.0,5000.0,16953.531578012247
38,174.3,107.1,1569,,1.0,448.0,10000.0,500.0
26,170.2,80.0,500,,0.18,,5000.0,4555.734414673954
70,177.8,41.6,812,3.0,0.3,,,21451.137993655455
61,172.1,51.1,4370,,0.82,,10000.0,500.0
27,163.1,91.6,2840,,0.6,770.0,10000.0,22375.083570373095
71,169.0,82.6,3352,1.0,0.72,821.0,5000.0,15555.765011897262
69,159.1,60.4,3260,,0.97,769.0,10000.0,15978.347542555131
31,173.8,53.7,4292,,0.64,543.0,,28725.232684271996
63,180.7,75.4,2416,5.0,0.09,337.0,10000.0,500.0
33,185.8,37.6,500,5.0,0.61,,10000.0,3288.69417620121
23,144.2,62.6,3070,,0.58,643.0,5000.0,33441.52830376546
74,165.6,85.7,3345,,0.81,,5000.0,4694.595827220872
42,155.9,49.7,3585,,0.47,526.0,477.1,500.0
21,179.4,77.8,2042,0.0,0.74,551.0,5000.0,500.0
32,165.4,63.0,1972,,0.8,808.0,5000.0,1743.629121639761
56,195.3,45.1,1740,0.0,0.0,732.0,,15012.91300698009
22,182.4,55.6,3794,,0.37,,10000.0,15290.215028380671
40,167.0,74.7,4190,2.0,0.83,685.0,726.15,6754.859177132382
30,171.9,76.7,2246,2.0,0.93,,692.92,500.0
21,173.5,66.5,2820,4.0,0.42,671.0,488.33,35117.9264521864
25,172.3,82.8,1374,4.0,0.25,664.0,,500.0
37,173.4,48.4,3635,1.0,0.2,,5000.0,500.0
41,164.2,76.6,2682,4.0,0.45,,5000.0,500.0
34,166.6,63.5,5036,,0.96,,,9432.87135272341
73,162.6,83.5,2357,,0.29,589.0,5000.0,500.0
40,149.5,58.5,1382,0.0,0.65,386.0,5000.0,500.0
72,170.3,79.4,1205,2.0,0.38,,978.75,500.0
35,179.6,73.1,588,5.0,0.63,492.0,10000.0,500.0
41,167.1,86.0,2878,5.0,0.33,696.0,5000.0,11044.95368508808
33,164.1,37.1,2336,,0.89,,,5305.4114788708885
31,185.2,68.0,2277,,0.91,,,4903.344081853641
71,162.3,67.2,3539,,0.87,,10000.0,7808.996625173976
42,157.8,51.1,4479,,0.73,,5000.0,6793.042991763258
44,177.5,79.1,1409,4.0,0.64,314.0,928.24,2662.921569604866
24,182.6,58.8,500,,0.43,,1365.81,500.0
63,158.0,54.0,2830,,0.04,660.0,10000.0,7221.61549298505
75,168.2,70.5,2597,,0.03,,5000.0,500.0
58,170.9,44.1,1390,,0.36,627.0,5000.0,500.0
32,162.2,96.9,1457,,0.56,609.0,5000.0,7667.811763741534
47,164.1,78.5,1160,4.0,0.47,321.0,10000.0,30935.83509952232
42,172.5,59.9,3056,,0.61,,923.17,1618.916947161744
27,179.0,108.9,4230,,0.38,410.0,,500.0
30,173.8,72.1,1884,,0.88,363.0,10000.0,500.0
31,180.1,53.4,3894,,0.97,322.0,,500.0
67,169.6,82.1,2234,3.0,0.59,,,500.0
54,167.5,63.7,3438,,0.56,,10000.0,500.0
46,193.5,58.4,500,1.0,0.54,774.0,1148.73,500.0
58,156.1,65.4,2405,,0.5,,,500.0
59,173.0,74.3,4114,,0.96,,,500.0
65,184.3,70.3,2304,3.0,0.75,822.0,10000.0,7676.124755281674
34,181.2,84.0,4269,,0.19,527.0,,24766.39362476903
44,162.2,63.0,3142,,0.6,717.0,10000.0,34025.09537342137
35,166.5,56.2,2637,0.0,0.32,,,20648.259670229618
33,164.3,92.2,2554,,0.25,624.0,5000.0,1847.0973524763278
47,182.7,75.0,3058,,0.39,396.0,,500.0
58,171.0,49.1,3347,,0.37,,375.51,4858.074830010861
53,171.4,89.7,2823,,0.33,,698.78,37237.04884050561
25,173.3,70.7,3229,,0.36,664.0,10000.0,38976.65634804536
48,173.5,64.0,2099,,0.99,,10000.0,1140.4109620995866
37,171.2,59.3,3168,1.0,0.81,592.0,678.01,500.0
39,170.8,38.2,598,5.0,0.58,658.0,767.58,7982.306717983974
63,167.6,62.0,4524,4.0,0.54,,10000.0,14466.452497390943
33,165.2,77.5,2209,,0.9,,,500.0
58,171.9,64.0,2523,4.0,0.48,,5000.0,500.0
70,145.8,34.0,2573,,0.37,494.0,1013.26,13391.292517968941
74,182.3,98.2,3357,,0.96,,,22454.46031741956
19,169.8,87.8,1410,,0.11,417.0,1010.84,26295.715143453537
66,189.4,53.9,885,3.0,0.69,,798.82,500.0
41,180.5,38.6,2249,3.0,0.98,587.0,,6193.533057613117
73,162.9,80.1,1259,,0.4,590.0,,500.0
64,158.0,71.1,1854,2.0,0.22,792.0,5000.0,23604.232805859625
70,174.9,74.3,4451,,0.06,,,25394.100857164816
30,152.4,71.7,3623,,0.35,651.0,,500.0
66,163.9,75.8,2533,0.0,0.31,,,12218.73250146555
57,168.9,75.7,3259,,0.73,,,500.0
53,171.3,72.7,1216,,0.1,436.0,638.5,500.0
68,163.0,49.0,1163,,0.44,,,19927.734372517098
44,183.9,95.9,2949,1.0,0.77,749.0,10000.0,19005.88748952982
29,175.7,87.3,3346,4.0,0.28,357.0,1032.88,26062.063785660437
64,169.7,44.5,2607,5.0,0.92,442.0,,500.0
64,168.8,71.8,500,1.0,0.83,563.0,681.46,3777.707751829632
73,179.6,74.0,2903,,0.06,,5000.0,18471.820285212307
32,171.3,67.5,2026,,0.85,756.0,806.86,1254.4791356165263
19,185.2,69.0,3547,2.0,0.51,,,500.0
26,181.9,62.8,3524,1.0,0.14,,1038.48,500.0
62,163.3,87.7,4882,3.0,0.34,529.0,5000.0,21173.131971712315
46,170.9,81.0,3374,3.0,0.54,454.0,633.52,18341.961282111577
74,177.7,61.7,3632,,0.93,,,500.0
54,181.0,55.1,2523,0.0,0.91,,5000.0,500.0
24,182.1,58.3,2332,,0.55,,10000.0,34251.4638459909
38,157.3,62.9,2686,,0.22,,,14498.408189582598
33,158.1,99.0,3765,4.0,0.25,393.0,354.67,2724.3636103651793
41,162.3,62.8,2995,5.0,0.05,373.0,471.61,23428.452679391114
32,171.4,62.2,2444,3.0,0.42,442.0,,500.0
54,174.9,76.7,1932,2.0,0.06,777.0,5000.0,23055.217448186253
37,168.2,73.0,3611,,0.28,,,8879.650901689532
49,169.2,66.5,5166,3.0,0.38,,5000.0,23133.60284190722
36,179.4,70.0,3591,,0.98,541.0,,11911.106330765073
43,162.6,64.9,1980,,0.16,,,500.0
71,181.6,96.4,2592,,0.39,301.0,5000.0,500.0
59,161.5,83.9,2676,,0.11,,5000.0,5063.042378361883
57,155.1,67.3,2348,,0.29,,10000.0,8976.937550996681
66,165.7,56.1,3137,4.0,0.98,649.0,401.23,23568.673763726696
34,165.8,62.0,1692,5.0,0.76,758.0,1046.9,10195.353691154181
57,168.0,62.9,820,5.0,0.11,,5000.0,15338.099370142098
73,145.8,68.8,3995,,0.94,,10000.0,11880.587724403733
34,166.7,98.6,1522,,0.29,314.0,,500.0
44,165.3,84.6,3062,,0.2,,5000.0,500.0
65,191.6,83.7,500,2.0,0.6,,826.08,500.0
22,146.9,35.9,2727,0.0,0.24,,240.32,17804.14095247581
37,171.8,40.1,2346,,0.08,,,4965.216428687579
38,186.2,47.8,3073,,0.27,,5000.0,18519.312195103008
24,166.0,54.0,1473,5.0,0.02,775.0,5000.0,19730.30270439602
